id,equippedWearables,owner.id
100,"[0, 0, 0, 87, 3, 120, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0]",0xdd564df884fd4e217c9ee6f65b4ba6e5641eac63
10014,"[135, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x35edac24f1656265b9e30e546617564b7a9d97fd
10016,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3d979c636d0b03076d877b85f8c5f2fee1c25cb1
10017,"[230, 0, 0, 228, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x62c62411b7e096289d00055bb9b9c5b0124e4354
10019,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xeae9c2a2c803becbc81f3a485a7cda9d03e33165
10020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xeae9c2a2c803becbc81f3a485a7cda9d03e33165
10021,"[0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x299f70376d88868d26772f152751d25b910d6b33
10023,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xeae9c2a2c803becbc81f3a485a7cda9d03e33165
10024,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xeae9c2a2c803becbc81f3a485a7cda9d03e33165
10025,"[78, 219, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2fa01ba633c555f5b9452227153e5619c92316dd
10027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xeae9c2a2c803becbc81f3a485a7cda9d03e33165
10030,"[37, 0, 0, 147, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x5b0f43aa578f4a82530a1f4299c9e537b83d38ea
10031,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x79550d3e7795ba245a8791bc6c5a92aec78d25e4
10033,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x82fb16fe3b5925dc4e648e05a317fadd4f87b863
10034,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xe739ba4ff5143416577c5f762dc3e4ed18baa70d
10035,"[135, 0, 0, 60, 64, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xfb1394ce21ef1347a38276c44d69ccc3e6467fa4
10036,"[8, 295, 66, 60, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xbf7725ece8c2fa6023882bb8b7d94a21b80c7e3d
10037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3aac9ab49190ca80ccbc1c0edecd510bc15b2b8f
